GrpCode,MenuCode,GroupName,ChineseGroupName,Name,ChineseName,PNU,DefaultValue,Min,Max,UnitConv,Unit,Scale,Datatype,Enum,ChineseEnum,ModelCodeValue,ReadOnly,Help,LicenseKey,User,BitPosition,DefaultAccess,Decimal,LockedByMainSwitch,Visibility,VariableName,ChineseHelp,QuickParameters
"Nzz","N021","Control Basic","基本控制","SH reference mode","过热度参考模式","3027","2.0","0.0","3.0","","","","Enum","0:Fixed sp.,1:Loadap,2:MSS,3:Delta temp","0:固定声音处理器。,1:loadap,2:MSS ,3:三角形温度","7","0","Definition of superheat regulation
0 = Fixed SH.: fixed superheat setpoint defined by ""N107 SH fixed SH setpoint""
1 = Loadap: SH reference based on load (opening degree), Higher OD => higher SH reference. Limits set by SH min and SH max  
2 = MSS: Adaptive regulation. Minimum Stable Superheat.  Limits set by SH min and SH max. 
3 = Delta temp: Superheat reference based on temperature difference between S3 media inlet and Te. Limits set by SH min and SH max  ","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_ShRef_Mode","Definition of superheat regulation
0 = Fixed SH.: fixed superheat setpoint defined by ""N107 SH fixed SH setpoint""
1 = Loadap: SH reference based on load (opening degree), Higher OD => higher SH reference. Limits set by SH min and SH max  
2 = MSS: Adaptive regulation. Minimum Stable Superheat.  Limits set by SH min and SH max. 
3 = Delta temp: Superheat reference based on temperature difference between S3 media inlet and Te. Limits set by SH min and SH max  ",""
"Nzz","N107","Control Basic","基本控制","SH fixed setpoint","固定过热度控制点","3028","7.0","2.0","40.0","","K","","Float","","","7","0","This feature can be used In those application where fixed superheat is needed at all time. SH fixed setpoint can be varied according to the need of the application
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2-4 K. It is recommended to keep this value 2k above the SH closed value.","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_ShRef_Mode == 0","Par_SH_Reference","This feature can be used In those application where fixed superheat is needed at all time. SH fixed setpoint can be varied according to the need of the application
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2-4 K. It is recommended to keep this value 2k above the SH closed value.",""
"Nzz","N009","Control Basic","基本控制","SH max.","过热度最大值","3029","9.0","2.0","40.0","","K","","Float","","","7","0","Max. value for the superheat reference when using adaptive control","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_ShRef_Mode != 0","Par_ShMax","Max. value for the superheat reference when using adaptive control",""
"Nzz","N010","Control Basic","基本控制","SH min.","过热度最小值","3030","4.0","2.0","40.0","","K","","Float","","","7","0","Min. value for the superheat reference when using adaptive control
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2-4 K. It is recommended to keep this value 2k above the SH closed value.","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_ShRef_Mode != 0","Par_ShMin","Min. value for the superheat reference when using adaptive control
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2-4 K. It is recommended to keep this value 2k above the SH closed value.",""
"Nzz","N116","Control Basic","基本控制","SH ref. delta temp. factor","过热度参考温度变量增量系数","3035","65.0","20.0","100.0","","%","","INT","","","7","0","Only relevant  for SH reference mode = Delta temp
Superheat reference is set as ratio of the  average difference from S3 to Te  ","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_ShRef_Mode == 3","Par_SH_Ref_Delta_Temp_Factor","Only relevant  for SH reference mode = Delta temp
Superheat reference is set as ratio of the  average difference from S3 to Te  ",""
"Nzz","N005","Control Basic","基本控制","SH Tn","过热度积分时间常数","3031","90.0","20.0","900.0","","s","","INT","","","7","0","Integration time Tn for superheat control
If the Tn value is increased the regulation becomes slower. Lowering  the value will create a faster superheat control.Too low value will create superheat fluctuation.","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_ShCtrl_Tn","Integration time Tn for superheat control
If the Tn value is increased the regulation becomes slower. Lowering  the value will create a faster superheat control.Too low value will create superheat fluctuation.",""
"Nzz","N019","Control Basic","基本控制","SH Kp Min.","过热度比例常数最小值","3032","0.6","0.1","1.0","","","","Float","","","7","0","Damping of amplification near reference value
This setting damps the normal amplification Kp, but only just around the reference value. A setting of 0.5 will reduce the KP value by half.
The value should only be changed by specially trained staff.","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_ShCtrl_KpMin","Damping of amplification near reference value
This setting damps the normal amplification Kp, but only just around the reference value. A setting of 0.5 will reduce the KP value by half.
The value should only be changed by specially trained staff.",""
"Nzz","N004","Control Basic","基本控制","SH Kp","过热度比例常数","3033","1.5","0.1","20.0","","","","Float","","","7","0"," Amplification factor Kp for superheat control.
If the Kp value is reduced the regulation becomes slower. Increasing the Kp value will make faster regulation. Too high value will create superheat fluctuation.","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_ShCtrl_Kp"," Amplification factor Kp for superheat control.
If the Kp value is reduced the regulation becomes slower. Increasing the Kp value will make faster regulation. Too high value will create superheat fluctuation.",""
"Nzz","N020","Control Basic","基本控制","SH KpTe","过热度蒸发温度比例常数","3034","3.0","0.0","20.0","","","","Float","","","7","0","This setting determines the valve’s opening degree as a function of the change in evaporating pressure. An increase of the evaporating pressure will result in a reduced opening degree. When there is a drop-out on the low-pressure thermostat during start-up the value must be raised a bit. If there is fluctuation during start-up the value must be reduced a little.
The value should only be changed by specially trained staff.","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_ShCtrl_KpT0","This setting determines the valve’s opening degree as a function of the change in evaporating pressure. An increase of the evaporating pressure will result in a reduced opening degree. When there is a drop-out on the low-pressure thermostat during start-up the value must be raised a bit. If there is fluctuation during start-up the value must be reduced a little.
The value should only be changed by specially trained staff.",""
"Nzz","I066","Control Basic","基本控制","Minimum OD","最小开度","3145","0.0","0.0","100.0","","%","","INT","","","7","0","During superheat control, OD can be set to have a minimum value. This can be useful to overcome a undefined open sequence.","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_Valve_Min_OD","During superheat control, OD can be set to have a minimum value. This can be useful to overcome a undefined open sequence.",""
"Nzz","N032","Control Basic","基本控制","Maximum OD","最大开度","3146","100.0","0.0","100.0","","%","","INT","","","7","0","During superheat control, OD can be set to have a maximum value. The value is set in %.  This feature is beneficial specially for oversized valve.","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_Valve_Max_OD","During superheat control, OD can be set to have a maximum value. The value is set in %.  This feature is beneficial specially for oversized valve.",""
"Nyy","N117","Control Advanced","高级控制","SH close function","过热度关闭功能","3036","1.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","0","This is a safety feature that prevents the flooding of the  liquid into the compressor.  When the measured superheat goes below the setpoint, the valve will close faster.","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_SH_Close_Used","This is a safety feature that prevents the flooding of the  liquid into the compressor.  When the measured superheat goes below the setpoint, the valve will close faster.",""
"Nyy","N119","Control Advanced","高级控制","SH close setpoint","过热度关闭设定点","3037","2.0","-5.0","20.0","","K","","Float","","","7","0","It is recommended to set the SH close setpoint valve 2k below the Min Superheat.
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2 K. ","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_SH_Close_Used == 1","Par_ShClose_SetPoint","It is recommended to set the SH close setpoint valve 2k below the Min Superheat.
Warning! Due to the risk of liquid flow the setting should not be lower than approx. 2 K. ",""
"Nyy","N120","Control Advanced","高级控制","SH close Tn divide","过热度关闭积分时间常数","3038","3.0","1.0","5.0","","","","INT","","","7","0","When superheat is below setpoint, a fast response is needed. Sh close Tn defines how much normal Tn is reduced.","","1,2,3","","","1.0","0","Par_Operation_mode == 0 && Par_SH_Close_Used == 1","Par_SHCloseTnDivide","When superheat is below setpoint, a fast response is needed. Sh close Tn defines how much normal Tn is reduced.",""
"Nyy","N121","Control Advanced","高级控制","SH close Kp factor","过热度关闭比例系数","3039","1.5","0.5","10.0","","","","Float","","","7","0","When superheat is below setpoint a fast response is needed. Sh close Kp factor defines how much the normal Sh Kp is increased.","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_SH_Close_Used == 1","Par_SHCloseKpFactor","When superheat is below setpoint a fast response is needed. Sh close Kp factor defines how much the normal Sh Kp is increased.",""
"Nyy","N123","Control Advanced","高级控制","Limit Kp","极限比例常数","3040","5.0","1.0","20.0","","","","Float","","","7","0","LOP, MOP, S4 min, high condensing temperature protect share the same gain factor (Kp).
Review the limit settings when adjusting the general SH control.","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_LimitCtrl_Kp","LOP, MOP, S4 min, high condensing temperature protect share the same gain factor (Kp).
Review the limit settings when adjusting the general SH control.",""
"Nyy","N125","Control Advanced","高级控制","Limit Tn","极限积分时间常数","3041","45.0","20.0","900.0","","s","","INT","","","7","0","LOP, MOP, S4 min, high condensing temperature protect share the same integration time (Tn).
Review the limit settings when adjusting the general SH control.","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_LimitCtrl_Tn","LOP, MOP, S4 min, high condensing temperature protect share the same integration time (Tn).
Review the limit settings when adjusting the general SH control.",""
"Nyy","N126","Control Advanced","高级控制","Min. S4 mode","最小S4模式","3042","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","0","Minimum S4 (media outlet) protection function. If S4 get below setpoint, the valve will close to reduce capacity.
1 = On: Function is active ","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_MinS4_mode","Minimum S4 (media outlet) protection function. If S4 get below setpoint, the valve will close to reduce capacity.
1 = On: Function is active ",""
"Nyy","N127","Control Advanced","高级控制","Min. S4 setpoint","最小S4设定点","3043","5.0","-50.0","60.0","","°C","","Float","","","7","0","Minimum S4 (media outlet) protection setpoint","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_MinS4_mode == 1","Par_MinS4_SetPoint","Minimum S4 (media outlet) protection setpoint",""
"Nyy","N018","Control Advanced","高级控制","Stability","稳定性","3044","5.0","0.0","10.0","","","","Float","","","7","0","only relevant for MSS.
Stability factor for regulation of superheat, only relevant for MSS
With a higher value the control function will allow a greater fluctuation of the superheat before the reference is changed. ","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_ShRef_Mode == 2","Par_Stability","only relevant for MSS.
Stability factor for regulation of superheat, only relevant for MSS
With a higher value the control function will allow a greater fluctuation of the superheat before the reference is changed. ",""
"Nyy","N129","Control Advanced","高级控制","T0 varians factor","T0 变量系数","3045","0.0","0.0","1.0","","","","Float","","","7","0","only relevant for MSS. T0 varians factor  defines if variation in suction pressure will influence superheat reference. The sh reference change can be adjusted to the value 0-1 (1= max Te influence and S2, 0 only S2). With often change in suction pressure due compressor start/stop some Te influence on MSS is recommended.","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_ShRef_Mode == 2","Par_T0_Varians_Factor","only relevant for MSS. T0 varians factor  defines if variation in suction pressure will influence superheat reference. The sh reference change can be adjusted to the value 0-1 (1= max Te influence and S2, 0 only S2). With often change in suction pressure due compressor start/stop some Te influence on MSS is recommended.",""
"Nyy","N130","Control Advanced","高级控制","MOP function","MOP 功能","3046","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","0","In order to reduce the strain on the compressor, a maximum
operating pressure can be set. This usefull at compressor startup and during pulldown period.
If the pressure comes to this limit the controller will control the valve to provide a lower pressure instead of a low superheat. ","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_MOP_mode","In order to reduce the strain on the compressor, a maximum
operating pressure can be set. This usefull at compressor startup and during pulldown period.
If the pressure comes to this limit the controller will control the valve to provide a lower pressure instead of a low superheat. ",""
"Nyy","N011","Control Advanced","高级控制","MOP setpoint","MOP 设定点","3047","0.0","-70.0","60.0","","°C","","Float","","","7","0","MOP setpoint
Setpoint unit is saturated temperature in evaporator. If the suction pressure reaches the set MOP limit, the valve will close faster irrespective of superheat.","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_MOP_mode == 1","Par_MOP_SetPoint","MOP setpoint
Setpoint unit is saturated temperature in evaporator. If the suction pressure reaches the set MOP limit, the valve will close faster irrespective of superheat.",""
"Nyy","N140","Control Advanced","高级控制","LOP function","LOP功能","3048","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","0","Lowest Operating Pressure function will keep the pressure than LOP setpoint. In case of pressure below setpoint the valve will open faster
On: function is active","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_LOP_mode","Lowest Operating Pressure function will keep the pressure than LOP setpoint. In case of pressure below setpoint the valve will open faster
On: function is active",""
"Nyy","N141","Control Advanced","高级控制","LOP setpoint","LOP设定点","3049","-40.0","-90.0","40.0","","°C","","Float","","","7","0","Lowest Operating Pressure setpoint
Setpoint unit is saturated temperature in evaporator.","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_LOP_mode == 1","Par_LOP_SetPoint","Lowest Operating Pressure setpoint
Setpoint unit is saturated temperature in evaporator.",""
